LAMMPS data file -- PE AT fragment (converted from pe_single.gro/topol_aa.top)

100 atoms
99 bonds
98 angles
97 dihedrals

2 atom types
1 bond types
1 angle types
1 dihedral types

0.0 100.0 xlo xhi
0.0 100.0 ylo yhi
0.0 100.0 zlo zhi

Masses

1 15.035 # CH3
2 14.027 # CH2

Atoms # full

1 1 1 0.000000 -33.450000 -1.570000 51.080000
2 1 2 0.000000 -32.160000 -1.110000 50.390000
3 1 2 0.000000 -30.870000 -0.650000 49.700000
4 1 2 0.000000 -29.600000 -0.190000 49.000000
5 1 2 0.000000 -28.330000 0.290000 48.280000
6 1 2 0.000000 -27.090000 0.790000 47.540000
7 1 2 0.000000 -25.880000 1.320000 46.770000
8 1 2 0.000000 -24.700000 1.880000 45.980000
9 1 2 0.000000 -23.550000 2.480000 45.170000
10 1 2 0.000000 -22.420000 3.120000 44.370000
11 1 2 0.000000 -21.290000 3.790000 43.580000
12 1 2 0.000000 -20.140000 4.460000 42.830000
13 1 2 0.000000 -18.950000 5.120000 42.140000
14 1 2 0.000000 -17.700000 5.720000 41.510000
15 1 2 0.000000 -16.380000 6.250000 40.950000
16 1 2 0.000000 -15.000000 6.650000 40.450000
17 1 2 0.000000 -13.580000 6.920000 39.970000
18 1 2 0.000000 -12.140000 7.050000 39.480000
19 1 2 0.000000 -10.720000 7.060000 38.920000
20 1 2 0.000000 -9.360000 7.020000 38.230000
21 1 2 0.000000 -8.100000 7.000000 37.370000
22 1 2 0.000000 -6.970000 7.090000 36.350000
23 1 2 0.000000 -6.020000 7.370000 35.200000
24 1 2 0.000000 -5.240000 7.920000 34.020000
25 1 2 0.000000 -4.610000 8.760000 32.910000
26 1 2 0.000000 -4.050000 9.850000 32.000000
27 1 2 0.000000 -3.480000 11.110000 31.370000
28 1 2 0.000000 -2.760000 12.420000 31.070000
29 1 2 0.000000 -1.820000 13.610000 31.080000
30 1 2 0.000000 -0.610000 14.510000 31.310000
31 1 2 0.000000 0.800000 14.980000 31.610000
32 1 2 0.000000 2.310000 14.970000 31.800000
33 1 2 0.000000 3.770000 14.570000 31.700000
34 1 2 0.000000 5.070000 13.950000 31.200000
35 1 2 0.000000 6.140000 13.370000 30.300000
36 1 2 0.000000 6.990000 13.030000 29.090000
37 1 2 0.000000 7.670000 13.120000 27.730000
38 1 2 0.000000 8.290000 13.640000 26.450000
39 1 2 0.000000 8.990000 14.490000 25.410000
40 1 2 0.000000 9.860000 15.480000 24.670000
